id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1517791776148541441,1517613342369718273,2022-04-23 14:35:33 IST,2022-04-23,14:35:33,+0530,1507802117448286216,fhlndslbbyrgstr,Lobbyregister wo 🥦💚🇺🇦🏳️‍🌈,,"@nfdampf Sollen sie sich wegsaufen das ist ihre Entscheidung, aber die #Doppelmoral ist unerträglich. Man kann nicht eine tödliche Droge verherrlichen und eine (teils heilsame) Pflanze verteufeln.  #EntkriminalisierungSofort #NieMehrCDUCSU",de,[],[],[],0,0,0,"['doppelmoral', 'entkriminalisierungsofort', 'niemehrcducsu']",[],https://twitter.com/FhlndsLbbyrgstr/status/1517791776148541441,False,,0,,,,,,,,"[{'screen_name': 'nfdampf', 'name': '☮️ H', 'id': '1367856211488571392'}]",,,,
1517791774701461505,1517791774701461505,2022-04-23 14:35:32 IST,2022-04-23,14:35:32,+0530,1446287740962844681,sagekittykatz,sage :3,,I am sobbing why so ctue ima goijg tod die right now bro what the hell  https://t.co/aVxkOxCy5A,en,[],[],['https://pbs.twimg.com/media/FRBHkvrXEAAqJKu.jpg'],0,0,0,[],[],https://twitter.com/sagekittykatz/status/1517791774701461505,False,,1,https://pbs.twimg.com/media/FRBHkvrXEAAqJKu.jpg,,,,,,,[],,,,
1517791774143561731,1517613672822157313,2022-04-23 14:35:32 IST,2022-04-23,14:35:32,+0530,2911139495,almantinka,Frau Mirjana,,"@SPuktalovic Es war schrecklich. Meine Mutter ist vom Rütteln, der Fenster, Türen und des Bettes aus dem Schlaf aufgeschreckt und konnte vor Angst die halbe Nacht nicht mehr einschlafen.",de,[],[],[],0,0,0,[],[],https://twitter.com/Almantinka/status/1517791774143561731,False,,0,,,,,,,,"[{'screen_name': 'SPuktalovic', 'name': 'Siniša Puktalović', 'id': '85360443'}]",,,,
1517791773480960000,1517791773480960000,2022-04-23 14:35:32 IST,2022-04-23,14:35:32,+0530,1450153306089791492,sachmatz,MatZe,,"#Verkehrswende @RMVdialog @DB_Bahn  Eigentlich mag ich ja ÖP(N)V aber wer kann mit erklären, warum ich weder im der App der Bahn noch in der des RNV ein Ticket kaufen kann, das mich mit einer Straßenbahn und einem RE aus dem Raum F/DA an die Bergstraße bringt? Ja, das ist vrnGeb",de,"[{'screen_name': 'rmvdialog', 'name': 'rmv dialog', 'id': '949640612'}, {'screen_name': 'db_bahn', 'name': 'deutsche bahn personenverkehr', 'id': '39999078'}]",[],[],0,0,0,['verkehrswende'],[],https://twitter.com/SachMatz/status/1517791773480960000,False,,0,,,,,,,,[],,,,
1517791772096995329,1517791772096995329,2022-04-23 14:35:32 IST,2022-04-23,14:35:32,+0530,1432410193904783360,mxhle02,m!chelle🦋☕️,,I’m gonna die istg-  https://t.co/KHdImPPDpI,en,[],[],['https://pbs.twimg.com/media/FRBHkamaMAEYK2F.jpg'],0,0,0,[],[],https://twitter.com/mxhle02/status/1517791772096995329,False,,1,https://pbs.twimg.com/media/FRBHkamaMAEYK2F.jpg,,,,,,,[],,,,
1517791771820011521,1517764067045388290,2022-04-23 14:35:32 IST,2022-04-23,14:35:32,+0530,1441012769336315904,rummelboxer76,Klaus Wayne,,"@KtikerV Na irgendwoher müssen die Milliarden ja kommen, die wir so sinnlos verschleudern.",de,[],[],[],0,0,0,[],[],https://twitter.com/Rummelboxer76/status/1517791771820011521,False,,0,,,,,,,,"[{'screen_name': 'KtikerV', 'name': 'Verschwörungspr#ktiker', 'id': '1473632266945449991'}]",,,,
1517791771136348162,1517781736146546688,2022-04-23 14:35:32 IST,2022-04-23,14:35:32,+0530,797207985424629766,diemitdemtunnel,Jasmin🌙🌿,,@nataIienka Schlimmer als Zwiebeln schneiden. Ich fühl das sehr🥲,de,[],[],[],0,0,0,[],[],https://twitter.com/DieMitDemTunnel/status/1517791771136348162,False,,0,,,,,,,,"[{'screen_name': 'nataIienka', 'name': 'Natka', 'id': '1154273132'}]",,,,
1517791770402344961,1517492614190272516,2022-04-23 14:35:31 IST,2022-04-23,14:35:31,+0530,721272633887760384,timhaupenthal,Tim Haupenthal,,"@macuser2006 @apfelband Hab auch eines von Apfelband. Einzig was mir nicht gefällt, sind die Connectoren. Die wirken etwas „billig“ im Vergleich zum Original.",de,[],[],[],0,0,0,[],[],https://twitter.com/timhaupenthal/status/1517791770402344961,False,,0,,,,,,,,"[{'screen_name': 'macuser2006', 'name': 'Markus \uf8ff', 'id': '797089995773329408'}, {'screen_name': 'apfelband', 'name': 'apfelband', 'id': '1216410038111297537'}]",,,,
1517791768888160259,1517790937665179648,2022-04-23 14:35:31 IST,2022-04-23,14:35:31,+0530,784317396,geekskirt,Nancy #Sience 🕊🇺🇦,,"@Karl_Lauterbach Ist ja nice das dies so gut kommuniziert wird. Ab welcher Zeitspanne wird die 4. Impfung empfohlen? Wann sollte man die 5. erhalten, gerade in Hinblick der Kommenden Winterseason. Den Menschen wird grade vorgegaukelt es währe alles ok. Was sollen die noch glauben?",de,[],[],[],0,0,0,[],[],https://twitter.com/geekskirt/status/1517791768888160259,False,,0,,,,,,,,"[{'screen_name': 'Karl_Lauterbach', 'name': 'Prof. Karl Lauterbach', 'id': '3292982985'}]",,,,
1517791768686776321,1517791768686776321,2022-04-23 14:35:31 IST,2022-04-23,14:35:31,+0530,49046312,virchow_de,👤☕🥨 ♂️🇵🇱🇺🇦Sonnengott,,"1. Unterstützt D. die #Ukraine oder ist es neutral zwischen #Russland und der Ukraine? (Wenn ja warum??!)  2. Warum ist es eines der wenigen NATO-Länder, das keine ernsthaften Waffen an die Ukraine liefert?  3. Warum hat sie mehr Angst vor russischen Atomwaffen als alle anderen?",de,[],[],[],0,0,0,"['ukraine', 'russland']",[],https://twitter.com/virchow_de/status/1517791768686776321,False,https://twitter.com/anders_aslund/status/1517699233046052865,0,,,,,,,,[],,,,
1517791767361376256,1517535960736710657,2022-04-23 14:35:31 IST,2022-04-23,14:35:31,+0530,753866409671815168,ilsepupilse,Kristin😷MVChefpöblerin,,@WDRaktuell @fdp @christianduerr @fdpbt die @fdp ist eine unsolidarische Dreckspartei,de,"[{'screen_name': 'fdp', 'name': 'fdp', 'id': '39475170'}]",[],[],0,0,0,[],[],https://twitter.com/iLsepupiLse/status/1517791767361376256,False,,0,,,,,,,,"[{'screen_name': 'WDRaktuell', 'name': 'WDR aktuell', 'id': '19609062'}, {'screen_name': 'fdp', 'name': 'FDP', 'id': '39475170'}, {'screen_name': 'christianduerr', 'name': 'Christian Dürr', 'id': '17535941'}, {'screen_name': 'fdpbt', 'name': 'Fraktion der Freien Demokraten', 'id': '905516414257258497'}]",,,,
1517791766199611394,1517791764568059904,2022-04-23 14:35:30 IST,2022-04-23,14:35:30,+0530,1382321921371561985,tveinsatz,Großeinsatz TV,,"(2/3) Nach dem Spiel, im Zuge des Marsches zur U-Bahn, kam es zu mehreren Raufhandeln zwischen den rivalisierenden Zuschauern. Die eingesetzten Kräfte der Wiener Polizei mussten Trennketten bilden um die beiden Gruppen zu trennen sowie mehrmals Körperkraft anwenden.",de,[],[],[],1,0,0,[],[],https://twitter.com/TvEinsatz/status/1517791766199611394,False,,0,,,,,,,,[],,,,
1517791765813727233,1517791763414622208,2022-04-23 14:35:30 IST,2022-04-23,14:35:30,+0530,1209823607112818688,heinric92683625,Heinrich,,"Die neue Soziale Sicherung #bge 🌇 statt Hartz4 / Sozialhilfe / Grundsischerung/weg mit Hartz4 Hungersätzen und Sanktions Schikanen.Keine 20% Tote,bei erst 68 Jahren Renteneintritt.Hin zum sozialen Bedingungslosen Grundeinkommen.",de,[],[],[],1,0,0,['bge'],[],https://twitter.com/Heinric92683625/status/1517791765813727233,False,,0,,,,,,,,[],,,,
1517791765671157760,1517790937665179648,2022-04-23 14:35:30 IST,2022-04-23,14:35:30,+0530,1492159451939450885,loewenzahn345,Löwenzahn,,"@Karl_Lauterbach Damit haben Sie doch gerade unmissverständlich zugegeben, daß die Impfung nix taugt! Sind Sie in ihrem Wahn eigentlich noch zu irgendeinem klaren Gedanken fähig?",de,[],[],[],0,0,0,[],[],https://twitter.com/loewenzahn345/status/1517791765671157760,False,,0,,,,,,,,"[{'screen_name': 'Karl_Lauterbach', 'name': 'Prof. Karl Lauterbach', 'id': '3292982985'}]",,,,
1517791764568059904,1517791764568059904,2022-04-23 14:35:30 IST,2022-04-23,14:35:30,+0530,1382321921371561985,tveinsatz,Großeinsatz TV,,Ausschreitungen bei Fußballmatch der 2. Liga:  (1/3)  Zum gestrigen Fußballregionalligaspiel zwischen Young Violets Austria Wien – FC Blau Weiß Linz kamen rund 210 Besucher. Vor und während des Spiels verhielten sich die Fans NOCH größtenteils friedlich.  #einsatz #polizei  https://t.co/k8BYljhyr0,de,[],[],['https://pbs.twimg.com/media/FRBHkF0XoAEkcHd.jpg'],1,0,0,"['einsatz', 'polizei']",[],https://twitter.com/TvEinsatz/status/1517791764568059904,False,,1,https://pbs.twimg.com/media/FRBHkF0XoAEkcHd.jpg,,,,,,,[],,,,
1517791761841758209,1517351217449558016,2022-04-23 14:35:29 IST,2022-04-23,14:35:29,+0530,1430522821088845830,empi75,EmPi75,,"@octopus_olaf @thinkBTO @GuntherSchnabl Nein, ich schreibe wie Tor. Es ist auch ein dezentrales Netzwerk von dem alle, die sich nicht wirklich auskennen, behaupteten es ist nicht zu knacken. Und sie haben es doch hinbekommen.",de,[],[],[],0,0,0,[],[],https://twitter.com/EmPi75/status/1517791761841758209,False,,0,,,,,,,,"[{'screen_name': 'octopus_olaf', 'name': 'Octopus Olaf ⚡️🐙', 'id': '1451152618689110018'}, {'screen_name': 'thinkBTO', 'name': 'Dr. Daniel Stelter', 'id': '1701930446'}, {'screen_name': 'GuntherSchnabl', 'name': 'Gunther Schnabl', 'id': '999019154618363904'}]",,,,
1517791761585872902,1517511139025956865,2022-04-23 14:35:29 IST,2022-04-23,14:35:29,+0530,1160707437424496641,killroy2004,Killroy,,@Giulianinho_8 @suraynnxr Durch ein bandana kann ich auch gut atmen wenns dick genug ist im zumindest ne johannisbeere aufzuhalten Hat sich mit den masken ja auch bewiesen  Und mich fuckej pappschuber ab weil sie nicht stehen. Du musst die zusammenpressen oder hinlegen Abfuck,de,[],[],[],0,0,0,[],[],https://twitter.com/Killroy2004/status/1517791761585872902,False,,0,,,,,,,,"[{'screen_name': 'Giulianinho_8', 'name': 'Giulianinho', 'id': '1365587193511768066'}, {'screen_name': 'suraynnxr', 'name': 'Henri', 'id': '1415830903033565186'}]",,,,
1517791761355132928,1517790589844180993,2022-04-23 14:35:29 IST,2022-04-23,14:35:29,+0530,1132253952635015168,milanomeus,Milanomeus,,@PuLseV2_ @Cozii32 @xNadoVFX @HeavyblueDZN Dann muss ich dieses Mal die Familienpizza alleine essen,de,[],[],[],0,0,0,[],[],https://twitter.com/milanomeus/status/1517791761355132928,False,,0,,,,,,,,"[{'screen_name': 'PuLseV2_', 'name': 'Pulse', 'id': '1476256746985373696'}, {'screen_name': 'Cozii32', 'name': 'Cozii', 'id': '1359778470029627392'}, {'screen_name': 'xNadoVFX', 'name': 'SP Nado', 'id': '1370123606869618690'}, {'screen_name': 'HeavyblueDZN', 'name': 'Heavyblue DZN', 'id': '1270437615184089092'}]",,,,
1517791760155561985,1517791760155561985,2022-04-23 14:35:29 IST,2022-04-23,14:35:29,+0530,118351862,tor3b,Tore Brukstuen,,"@WarcraftDevs The game is getting too big. Just did a few legacy raids, and I get stuck in every other one because bosses dies too fast to trigger next event or other issues. It's a problem that a lot of raids have and it feels that it's almost never looked at.",en,[],[],[],0,0,0,[],[],https://twitter.com/Tor3b/status/1517791760155561985,False,,0,,,,,,,,[],,,,
1517791759723646980,1517767698155028480,2022-04-23 14:35:29 IST,2022-04-23,14:35:29,+0530,820351068567728129,bigturtler,Big Turtler and the fluffy immigrants,,"@brombelbeer1 Morgähn Brombel ☕️☕️🐢🤗, yep endlich mal ein ganzes Wochenende frei. Aber es ist auch spannend, zwei freie Tage mitten in der Woche zu haben. Ich mag die Abwechslung 😊",de,[],[],[],0,0,0,[],[],https://twitter.com/BigTurtler/status/1517791759723646980,False,,0,,,,,,,,"[{'screen_name': 'brombelbeer1', 'name': 'Brombelbeer', 'id': '790998824420515841'}]",,,,
1517791759312601088,1517418742124322822,2022-04-23 14:35:29 IST,2022-04-23,14:35:29,+0530,1474412210017476609,ahiawolf,werewolf,,"@MusaNigeriaArmy @MrOdanz @CN4real U muslims just believe no matter ur crimes, with some pleading to Allah, aljannatul fiedausi is certain. No wonder ur politicians loot n die in looting. While ur imams pleads to Allah for his sake. Sincerely, nigeria cannot make progress this way. Abacha is a thief n died one.",en,[],[],[],0,0,0,[],[],https://twitter.com/Ahiawolf/status/1517791759312601088,False,,0,,,,,,,,"[{'screen_name': 'MusaNigeriaArmy', 'name': 'I Want To Join The 🇳🇬 Army', 'id': '1246157796380413953'}, {'screen_name': 'MrOdanz', 'name': 'Kelvin Odanz', 'id': '2489830678'}, {'screen_name': 'CN4real', 'name': 'chinanu Ndumele CN', 'id': '425857348'}]",,,,
1517791759253737472,1517791759253737472,2022-04-23 14:35:29 IST,2022-04-23,14:35:29,+0530,996825123654127618,ghostbotstories,ghost stories,,Cause you're a sky cause you're a sky full of stars I want to die in your arms,en,[],[],[],0,0,0,[],[],https://twitter.com/ghostbotstories/status/1517791759253737472,False,,0,,,,,,,,[],,,,
1517791758725300224,1517246282552823809,2022-04-23 14:35:29 IST,2022-04-23,14:35:29,+0530,818219422913597440,heike_n_aus_h,Heike Naumann,,"@heele_best @jvstmaex Meine ffp3 ist viel anpassbarer als die ffp2, sitzt bei mir deshalb passgenau und ich spüre sie weniger als die ffp2, weil ich das dicke Nasenpolster als sehr angenehm empfinde. Von siegmund care, würde ich jederzeit wieder nehmen.",de,[],[],[],0,0,0,[],[],https://twitter.com/Heike_N_aus_H/status/1517791758725300224,False,,0,,,,,,,,"[{'screen_name': 'heele_best', 'name': 'Heute wieder', 'id': '826556006800953346'}, {'screen_name': 'jvstmaex', 'name': 'Max Zogjani', 'id': '1421913177906941959'}]",,,,
1517791758234664962,1517791758234664962,2022-04-23 14:35:29 IST,2022-04-23,14:35:29,+0530,1459178764441722880,bartuschatt,Thomas Bartuschat,,"Jetzt war ich schon in die erste Diskussion verwickelt, bevor ich meinen Samstagsgruß abgesetzt habe. Heute kommt er mit einem Bild von sanyoks in freundlichem hellem Blau daher. Allen ein schönes Wochenende.  https://t.co/JKZSoqettX",de,[],[],['https://pbs.twimg.com/media/FRBG5TiXwAEEcPS.jpg'],0,0,0,[],[],https://twitter.com/BartuschatT/status/1517791758234664962,False,,1,https://pbs.twimg.com/media/FRBG5TiXwAEEcPS.jpg,,,,,,,[],,,,
1517791756611371008,1517791756611371008,2022-04-23 14:35:28 IST,2022-04-23,14:35:28,+0530,321996634,mrgdrijkoningen,miet drijkoningen,,"Hopelijk gaat de meute eens eerst nadenken voor dat ze weer voor deze acteur een knieval doen, het enige dat die man doet is manipuleren en iedereen voor zijn kar spannen, ...aan alle knievallers , hebben jullie al eens eerlijk gekeken naar alle kanten van het verhaal?.........",nl,[],[],[],0,0,1,[],[],https://twitter.com/mrgdrijkoningen/status/1517791756611371008,False,,0,,,,,,,,[],,,,
1517791756523380736,1517791756523380736,2022-04-23 14:35:28 IST,2022-04-23,14:35:28,+0530,782662674219884544,loomlnext,LOOMI die Lieferkuh,,"- ""Warum hast du dir die komplette Ausrüstung gekauft du magst den FSV doch gar nicht?"" - ""Im Internet haben die gesagt Erfolg wäre eine Frage des Mainz-Sets.""  https://t.co/ybEysja15v",de,[],[],['https://pbs.twimg.com/media/FRBHjbVXMAA0R9n.png'],0,0,0,[],[],https://twitter.com/Loomlnext/status/1517791756523380736,False,,1,https://pbs.twimg.com/media/FRBHjbVXMAA0R9n.png,,,,,,,[],,,,
1517791756313632768,1517762252329439232,2022-04-23 14:35:28 IST,2022-04-23,14:35:28,+0530,290787000,laleentje,Marleen,,"@JoseLeijnse @RTLnieuws Dat is waar, maar inderdaad is ook je brandstof en levensmiddelen een tikkie duurder. Maar die kosten maak je óók wanneer je naar Drenthe gaat om onder een hunebed te picknicken.",nl,[],[],[],0,0,0,[],[],https://twitter.com/LaLeentje/status/1517791756313632768,False,,0,,,,,,,,"[{'screen_name': 'JoseLeijnse', 'name': 'José 👤', 'id': '353632626'}, {'screen_name': 'RTLnieuws', 'name': 'RTL Nieuws', 'id': '20968385'}]",,,,
1517791756275879937,1517782686320017409,2022-04-23 14:35:28 IST,2022-04-23,14:35:28,+0530,988871756386619398,worschdweg,Jochen Geinzer,,"@jns_prkwcz @welt Und fördert die Soziale Kompetenz ☝️ Auch diese ganzen ""Pro-anti- leck mich am A...- irgendwas Aktivisten fänden nicht soviel gehör. Wären also schwere Zeiten für Luisa, Carola u. Co.",de,[],[],[],0,0,0,[],[],https://twitter.com/worschdweg/status/1517791756275879937,False,,0,,,,,,,,"[{'screen_name': 'jns_prkwcz', 'name': 'Sternenknipser ✨🪐🔭', 'id': '1498943531272048640'}, {'screen_name': 'welt', 'name': 'WELT', 'id': '8720562'}]",,,,
1517791755105710081,1517549267275206657,2022-04-23 14:35:28 IST,2022-04-23,14:35:28,+0530,1364178077799038980,capa_iota,Capa 🛸,,"@Tino99285876 @Schmucklos_ @Lazylefty1 @IotaWeekly @ChrisMuellerHI @Vrom14286662 Achso du redest dich also auch raus, das du keine zeit hattest etwas eigenes auf die beine zu stellen!",de,[],[],[],0,0,0,[],[],https://twitter.com/Capa_iota/status/1517791755105710081,False,,0,,,,,,,,"[{'screen_name': 'Tino99285876', 'name': 'Vrazu', 'id': '1122057224145256448'}, {'screen_name': 'Schmucklos_', 'name': 'Schmucklos 🦋', 'id': '2446801017'}, {'screen_name': 'Lazylefty1', 'name': 'BUIDL.iota', 'id': '956824128396451841'}, {'screen_name': 'IotaWeekly', 'name': 'IOTAWeekly', 'id': '1405761163242078210'}, {'screen_name': 'ChrisMuellerHI', 'name': 'Chris Mueller', 'id': '856153525'}, {'screen_name': 'Vrom14286662', 'name': 'IOTA Vrom.iota', 'id': '1007552085171363840'}]",,,,
